0	0.1	0.2	0.3	0.4	602
1	0	0	0	0	569
2	0	0	0	0	550
3	0	0	0	0	525
4	0	0	0	0	499
5	0	0	0	0	476
6	0	0	0	0	457
7	0	0	0	0	444
8	0	0	0	0	437
9	0	0	0	0	438
10	0	0	0	0	448
11	0	0	0	0	464
12	0	0	0	0	484
13	0	0	0	0	508
14	0	0	0	0	533
15	0	0	0	0	555
0	0	0	0	0	573
1	0	0	0	0	586
2	0	0	0	0	592
3	0	0	0	0	591
4	0	0	0	0	583
5	0	0	0	0	568
6	0	0	0	0	547
7	0	0	0	0	523
8	0	0	0	0	499
9	0	0	0	0	476
10	0	0	0	0	458
11	0	0	0	0	446
12	0	0	0	0	440
13	0	0	0	0	441
14	0	0	0	0	451
15	0	0	0	0	467
0	0	0	0	0	488
1	0	0	0	0	512
2	0	0	0	0	538
3	0	0	0	0	560
4	0	0	0	0	579
5	0	0	0	0	593
6	0	0	0	0	601
7	0	0	0	0	600
8	0	0	0	0	591
9	0	0	0	0	576
10	0	0	0	0	555
11	0	0	0	0	529
12	0	0	0	0	504
13	0	0	0	0	480
14	0	0	0	0	460
15	0	0	0	0	446
0	0	0	0	0	439
1	0	0	0	0	441
2	0	0	0	0	450
3	0	0	0	0	465
4	0	0	0	0	484
5	0	0	0	0	508
6	0	0	0	0	532
7	0	0	0	0	556
8	0	0	0	0	576
9	0	0	0	0	592
10	0	0	0	0	603
11	0	0	0	0	608
12	0	0	0	0	604
13	0	0	0	0	591
14	0	0	0	0	573
15	0	0	0	0	550
0	0	0	0	0	524
1	0	0	0	0	501
2	0	0	0	0	481
3	0	0	0	0	465
4	0	0	0	0	455
5	0	0	0	0	451
6	0	0	0	0	459
7	0	0	0	0	472
8	0	0	0	0	490
9	0	0	0	0	513
10	0	0	0	0	539
11	0	0	0	0	563
12	0	0	0	0	583
13	0	0	0	0	598
14	0	0	0	0	605
15	0	0	0	0	606
0	0	0	0	0	596
1	0	0	0	0	581
2	0	0	0	0	560
3	0	0	0	0	535
4	0	0	0	0	509
5	0	0	0	0	486
6	0	0	0	0	469
7	0	0	0	0	456
8	0	0	0	0	451
9	0	0	0	0	453
10	0	0	0	0	463
11	0	0	0	0	480
12	0	0	0	0	499
13	0	0	0	0	523
14	0	0	0	0	547
15	0	0	0	0	569
0	0	0	0	0	585
1	0	0	0	0	597
2	0	0	0	0	602
3	0	0	0	0	600
4	0	0	0	0	591
5	0	0	0	0	575
6	0	0	0	0	554
7	0	0	0	0	530
8	0	0	0	0	504
9	0	0	0	0	480
10	0	0	0	0	460
11	0	0	0	0	445
12	0	0	0	0	436
13	0	0	0	0	437
14	0	0	0	0	446
15	0	0	0	0	460
0	0	0	0	0	480
1	0	0	0	0	503
2	0	0	0	0	528
3	0	0	0	0	551
4	0	0	0	0	569
5	0	0	0	0	583
6	0	0	0	0	589
7	0	0	0	0	588
8	0	0	0	0	580
9	0	0	0	0	565
10	0	0	0	0	545
11	0	0	0	0	519
12	0	0	0	0	492
13	0	0	0	0	467
14	0	0	0	0	446
15	0	0	0	0	429
0	0	0	0	0	420
1	0	0	0	0	420
2	0	0	0	0	428
3	0	0	0	0	443
4	0	0	0	0	462
5	0	0	0	0	486
6	0	0	0	0	511
7	0	0	0	0	533
8	0	0	0	0	550
9	0	0	0	0	563
10	0	0	0	0	572
11	0	0	0	0	573
12	0	0	0	0	566
13	0	0	0	0	551
14	0	0	0	0	531
15	0	0	0	0	508
0	0	0	0	0	482
1	0	0	0	0	459
2	0	0	0	0	440
3	0	0	0	0	427
4	0	0	0	0	420
5	0	0	0	0	422
6	0	0	0	0	433
7	0	0	0	0	450
8	0	0	0	0	470
9	0	0	0	0	493
10	0	0	0	0	518
11	0	0	0	0	540
12	0	0	0	0	559
13	0	0	0	0	572
14	0	0	0	0	579
15	0	0	0	0	579
0	0	0	0	0	572
1	0	0	0	0	557
2	0	0	0	0	538
3	0	0	0	0	514
4	0	0	0	0	489
5	0	0	0	0	465
6	0	0	0	0	446
7	0	0	0	0	432
8	0	0	0	0	424
9	0	0	0	0	424
10	0	0	0	0	435
11	0	0	0	0	450
12	0	0	0	0	469
13	0	0	0	0	492
14	0	0	0	0	517
15	0	0	0	0	540
0	0	0	0	0	559
1	0	0	0	0	573
2	0	0	0	0	580
3	0	0	0	0	581
4	0	0	0	0	574
5	0	0	0	0	560
6	0	0	0	0	541
7	0	0	0	0	518
8	0	0	0	0	492
9	0	0	0	0	470
10	0	0	0	0	451
11	0	0	0	0	438
12	0	0	0	0	432
13	0	0	0	0	433
14	0	0	0	0	444
15	0	0	0	0	460
0	0	0	0	0	479
1	0	0	0	0	503
2	0	0	0	0	526
3	0	0	0	0	548
4	0	0	0	0	566
5	0	0	0	0	579
6	0	0	0	0	587
7	0	0	0	0	588
8	0	0	0	0	579
9	0	0	0	0	565
10	0	0	0	0	544
11	0	0	0	0	520
12	0	0	0	0	495
13	0	0	0	0	472
14	0	0	0	0	452
15	0	0	0	0	437
0	0	0	0	0	430
1	0	0	0	0	432
2	0	0	0	0	443
3	0	0	0	0	460
4	0	0	0	0	480
5	0	0	0	0	503
6	0	0	0	0	527
7	0	0	0	0	548
8	0	0	0	0	566
9	0	0	0	0	579
10	0	0	0	0	585
11	0	0	0	0	585
12	0	0	0	0	579
13	0	0	0	0	567
14	0	0	0	0	550
15	0	0	0	0	529
0	0	0	0	0	507
1	0	0	0	0	487
2	0	0	0	0	473
3	0	0	0	0	464
4	0	0	0	0	462
5	0	0	0	0	469
6	0	0	0	0	486
7	0	0	0	0	508
8	0	0	0	0	534
9	0	0	0	0	565
10	0	0	0	0	598
11	0	0	0	0	630
12	0	0	0	0	657
13	0	0	0	0	682
14	0	0	0	0	702
15	0	0	0	0	716
0	0	0	0	0	726
1	0	0	0	0	730
2	0	0	0	0	729
3	0	0	0	0	726
4	0	0	0	0	722
5	0	0	0	0	723
6	0	0	0	0	727
7	0	0	0	0	735
8	0	0	0	0	749
9	0	0	0	0	769
10	0	0	0	0	795
11	0	0	0	0	825
12	0	0	0	0	856
13	0	0	0	0	887
14	0	0	0	0	915
15	0	0	0	0	936
0	0	0	0	0	950
1	0	0	0	0	955
2	0	0	0	0	950
3	0	0	0	0	934
4	0	0	0	0	906
5	0	0	0	0	868
6	0	0	0	0	823
7	0	0	0	0	768
8	0	0	0	0	708
9	0	0	0	0	648
10	0	0	0	0	590
11	0	0	0	0	537
12	0	0	0	0	491
13	0	0	0	0	455
14	0	0	0	0	433
15	0	0	0	0	421
0	0	0	0	0	418
1	0	0	0	0	422
2	0	0	0	0	431
3	0	0	0	0	440
4	0	0	0	0	447
5	0	0	0	0	452
6	0	0	0	0	454
7	0	0	0	0	451
8	0	0	0	0	441
9	0	0	0	0	425
10	0	0	0	0	407
11	0	0	0	0	384
12	0	0	0	0	362
13	0	0	0	0	344
14	0	0	0	0	329
15	0	0	0	0	321
0	0	0	0	0	319
1	0	0	0	0	326
2	0	0	0	0	342
3	0	0	0	0	362
4	0	0	0	0	387
5	0	0	0	0	417
6	0	0	0	0	449
7	0	0	0	0	477
8	0	0	0	0	499
9	0	0	0	0	515
10	0	0	0	0	524
11	0	0	0	0	526
12	0	0	0	0	519
13	0	0	0	0	505
14	0	0	0	0	483
15	0	0	0	0	457
0	0	0	0	0	430
1	0	0	0	0	406
2	0	0	0	0	387
3	0	0	0	0	373
4	0	0	0	0	366
5	0	0	0	0	368
6	0	0	0	0	380
7	0	0	0	0	397
8	0	0	0	0	418
9	0	0	0	0	442
10	0	0	0	0	467
11	0	0	0	0	490
12	0	0	0	0	508
13	0	0	0	0	522
14	0	0	0	0	530
15	0	0	0	0	532
0	0	0	0	0	525
1	0	0	0	0	512
2	0	0	0	0	492
3	0	0	0	0	469
4	0	0	0	0	442
5	0	0	0	0	419
6	0	0	0	0	401
7	0	0	0	0	387
8	0	0	0	0	379
9	0	0	0	0	380
10	0	0	0	0	390
11	0	0	0	0	407
12	0	0	0	0	427
13	0	0	0	0	451
14	0	0	0	0	476
15	0	0	0	0	500
0	0	0	0	0	519
1	0	0	0	0	535
2	0	0	0	0	544
3	0	0	0	0	546
4	0	0	0	0	541
5	0	0	0	0	528
6	0	0	0	0	509
7	0	0	0	0	484
8	0	0	0	0	458
9	0	0	0	0	435
10	0	0	0	0	415
11	0	0	0	0	400
12	0	0	0	0	392
13	0	0	0	0	392
14	0	0	0	0	402
15	0	0	0	0	418
0	0	0	0	0	439
1	0	0	0	0	463
2	0	0	0	0	489
3	0	0	0	0	513
4	0	0	0	0	534
5	0	0	0	0	549
6	0	0	0	0	558
7	0	0	0	0	561
8	0	0	0	0	555
9	0	0	0	0	543
10	0	0	0	0	524
11	0	0	0	0	502
12	0	0	0	0	477
13	0	0	0	0	455
14	0	0	0	0	436
15	0	0	0	0	423
0	0	0	0	0	416
1	0	0	0	0	416
2	0	0	0	0	425
3	0	0	0	0	440
4	0	0	0	0	457
5	0	0	0	0	479
6	0	0	0	0	504
7	0	0	0	0	527
8	0	0	0	0	545
9	0	0	0	0	559
10	0	0	0	0	568
11	0	0	0	0	569
12	0	0	0	0	563
13	0	0	0	0	550
14	0	0	0	0	533
15	0	0	0	0	512
0	0	0	0	0	487
1	0	0	0	0	464
2	0	0	0	0	445
3	0	0	0	0	431
4	0	0	0	0	423
5	0	0	0	0	423
6	0	0	0	0	432
7	0	0	0	0	447
8	0	0	0	0	467
9	0	0	0	0	490
10	0	0	0	0	515
11	0	0	0	0	539
12	0	0	0	0	558
13	0	0	0	0	573
14	0	0	0	0	583
15	0	0	0	0	585
0	0	0	0	0	580
1	0	0	0	0	568
2	0	0	0	0	551
3	0	0	0	0	529
4	0	0	0	0	505
5	0	0	0	0	483
6	0	0	0	0	464
7	0	0	0	0	449
8	0	0	0	0	440
9	0	0	0	0	440
10	0	0	0	0	447
11	0	0	0	0	461
12	0	0	0	0	479
13	0	0	0	0	502
14	0	0	0	0	528
15	0	0	0	0	553
0	0	0	0	0	573
1	0	0	0	0	590
2	0	0	0	0	600
3	0	0	0	0	601
4	0	0	0	0	595
5	0	0	0	0	580
6	0	0	0	0	561
7	0	0	0	0	536
8	0	0	0	0	509
9	0	0	0	0	485
10	0	0	0	0	465
11	0	0	0	0	450
12	0	0	0	0	442
13	0	0	0	0	442
14	0	0	0	0	451
15	0	0	0	0	467
0	0	0	0	0	487
1	0	0	0	0	512
2	0	0	0	0	538
3	0	0	0	0	563
4	0	0	0	0	583
5	0	0	0	0	600
6	0	0	0	0	610
7	0	0	0	0	613
8	0	0	0	0	607
9	0	0	0	0	594
10	0	0	0	0	576
11	0	0	0	0	553
12	0	0	0	0	527
13	0	0	0	0	504
14	0	0	0	0	484
15	0	0	0	0	469
0	0	0	0	0	460
1	0	0	0	0	459
2	0	0	0	0	468
3	0	0	0	0	482
4	0	0	0	0	502
5	0	0	0	0	526
6	0	0	0	0	551
7	0	0	0	0	575
8	0	0	0	0	595
9	0	0	0	0	609
10	0	0	0	0	619
11	0	0	0	0	620
12	0	0	0	0	613
13	0	0	0	0	597
14	0	0	0	0	577
15	0	0	0	0	553
