0	0.1	0.2	0.3	0.4	495
1	0	0	0	0	489
2	0	0	0	0	480
3	0	0	0	0	476
4	0	0	0	0	460
5	0	0	0	0	449
6	0	0	0	0	434
7	0	0	0	0	405
8	0	0	0	0	381
9	0	0	0	0	359
10	0	0	0	0	341
11	0	0	0	0	325
12	0	0	0	0	322
13	0	0	0	0	325
14	0	0	0	0	322
15	0	0	0	0	323
0	0	0	0	0	318
1	0	0	0	0	316
2	0	0	0	0	316
3	0	0	0	0	319
4	0	0	0	0	321
5	0	0	0	0	326
6	0	0	0	0	341
7	0	0	0	0	358
8	0	0	0	0	372
9	0	0	0	0	385
10	0	0	0	0	389
11	0	0	0	0	380
12	0	0	0	0	375
13	0	0	0	0	371
14	0	0	0	0	370
15	0	0	0	0	369
0	0	0	0	0	377
1	0	0	0	0	390
2	0	0	0	0	402
3	0	0	0	0	406
4	0	0	0	0	408
5	0	0	0	0	410
6	0	0	0	0	412
7	0	0	0	0	415
8	0	0	0	0	416
9	0	0	0	0	417
10	0	0	0	0	429
11	0	0	0	0	441
12	0	0	0	0	446
13	0	0	0	0	454
14	0	0	0	0	455
15	0	0	0	0	442
0	0	0	0	0	432
1	0	0	0	0	425
2	0	0	0	0	419
3	0	0	0	0	417
4	0	0	0	0	423
5	0	0	0	0	424
6	0	0	0	0	430
7	0	0	0	0	436
8	0	0	0	0	438
9	0	0	0	0	439
10	0	0	0	0	442
11	0	0	0	0	443
12	0	0	0	0	444
13	0	0	0	0	444
14	0	0	0	0	456
15	0	0	0	0	468
0	0	0	0	0	481
1	0	0	0	0	486
2	0	0	0	0	482
3	0	0	0	0	468
4	0	0	0	0	458
5	0	0	0	0	451
6	0	0	0	0	445
7	0	0	0	0	441
8	0	0	0	0	444
9	0	0	0	0	454
10	0	0	0	0	469
11	0	0	0	0	471
12	0	0	0	0	467
13	0	0	0	0	465
14	0	0	0	0	465
15	0	0	0	0	464
0	0	0	0	0	462
1	0	0	0	0	462
2	0	0	0	0	471
3	0	0	0	0	485
4	0	0	0	0	491
5	0	0	0	0	500
6	0	0	0	0	495
7	0	0	0	0	481
8	0	0	0	0	471
9	0	0	0	0	463
10	0	0	0	0	459
11	0	0	0	0	455
12	0	0	0	0	462
13	0	0	0	0	470
14	0	0	0	0	476
15	0	0	0	0	480
0	0	0	0	0	478
1	0	0	0	0	476
2	0	0	0	0	475
3	0	0	0	0	474
4	0	0	0	0	472
5	0	0	0	0	471
6	0	0	0	0	482
7	0	0	0	0	494
8	0	0	0	0	492
9	0	0	0	0	500
10	0	0	0	0	498
11	0	0	0	0	486
12	0	0	0	0	476
13	0	0	0	0	468
14	0	0	0	0	463
15	0	0	0	0	460
0	0	0	0	0	465
1	0	0	0	0	475
2	0	0	0	0	483
3	0	0	0	0	486
4	0	0	0	0	483
5	0	0	0	0	482
6	0	0	0	0	482
7	0	0	0	0	482
8	0	0	0	0	481
9	0	0	0	0	481
10	0	0	0	0	492
11	0	0	0	0	504
12	0	0	0	0	510
13	0	0	0	0	517
14	0	0	0	0	513
15	0	0	0	0	499
0	0	0	0	0	489
1	0	0	0	0	481
2	0	0	0	0	476
3	0	0	0	0	474
4	0	0	0	0	483
5	0	0	0	0	492
6	0	0	0	0	494
7	0	0	0	0	493
8	0	0	0	0	491
9	0	0	0	0	490
10	0	0	0	0	491
11	0	0	0	0	490
12	0	0	0	0	489
13	0	0	0	0	489
14	0	0	0	0	502
15	0	0	0	0	515
0	0	0	0	0	524
1	0	0	0	0	530
2	0	0	0	0	524
3	0	0	0	0	511
4	0	0	0	0	500
5	0	0	0	0	492
6	0	0	0	0	487
7	0	0	0	0	483
8	0	0	0	0	490
9	0	0	0	0	500
10	0	0	0	0	505
11	0	0	0	0	502
12	0	0	0	0	500
13	0	0	0	0	500
14	0	0	0	0	500
15	0	0	0	0	499
0	0	0	0	0	499
1	0	0	0	0	499
2	0	0	0	0	511
3	0	0	0	0	521
4	0	0	0	0	520
5	0	0	0	0	528
6	0	0	0	0	524
7	0	0	0	0	513
8	0	0	0	0	504
9	0	0	0	0	497
10	0	0	0	0	492
11	0	0	0	0	489
12	0	0	0	0	495
13	0	0	0	0	505
14	0	0	0	0	505
15	0	0	0	0	510
0	0	0	0	0	509
1	0	0	0	0	509
2	0	0	0	0	510
3	0	0	0	0	510
4	0	0	0	0	510
5	0	0	0	0	508
6	0	0	0	0	517
7	0	0	0	0	528
8	0	0	0	0	534
9	0	0	0	0	525
10	0	0	0	0	515
11	0	0	0	0	507
12	0	0	0	0	500
13	0	0	0	0	495
14	0	0	0	0	492
15	0	0	0	0	490
0	0	0	0	0	498
1	0	0	0	0	509
2	0	0	0	0	519
3	0	0	0	0	518
4	0	0	0	0	515
5	0	0	0	0	513
6	0	0	0	0	513
7	0	0	0	0	511
8	0	0	0	0	511
9	0	0	0	0	510
10	0	0	0	0	519
11	0	0	0	0	528
12	0	0	0	0	532
13	0	0	0	0	500
14	0	0	0	0	507
15	0	0	0	0	501
0	0	0	0	0	496
1	0	0	0	0	491
2	0	0	0	0	489
3	0	0	0	0	488
4	0	0	0	0	496
5	0	0	0	0	505
6	0	0	0	0	516
7	0	0	0	0	520
8	0	0	0	0	516
9	0	0	0	0	514
10	0	0	0	0	513
11	0	0	0	0	512
12	0	0	0	0	511
13	0	0	0	0	510
14	0	0	0	0	520
15	0	0	0	0	531
0	0	0	0	0	539
1	0	0	0	0	545
2	0	0	0	0	540
3	0	0	0	0	527
4	0	0	0	0	516
5	0	0	0	0	508
6	0	0	0	0	501
7	0	0	0	0	498
8	0	0	0	0	504
9	0	0	0	0	514
10	0	0	0	0	522
11	0	0	0	0	523
12	0	0	0	0	519
13	0	0	0	0	518
14	0	0	0	0	517
15	0	0	0	0	516
0	0	0	0	0	515
1	0	0	0	0	515
2	0	0	0	0	526
3	0	0	0	0	536
4	0	0	0	0	542
5	0	0	0	0	550
6	0	0	0	0	543
7	0	0	0	0	530
8	0	0	0	0	520
9	0	0	0	0	512
10	0	0	0	0	507
11	0	0	0	0	504
12	0	0	0	0	511
13	0	0	0	0	521
14	0	0	0	0	531
15	0	0	0	0	527
0	0	0	0	0	523
1	0	0	0	0	521
2	0	0	0	0	519
3	0	0	0	0	518
4	0	0	0	0	517
5	0	0	0	0	516
6	0	0	0	0	529
7	0	0	0	0	541
8	0	0	0	0	545
9	0	0	0	0	551
10	0	0	0	0	543
11	0	0	0	0	530
12	0	0	0	0	520
13	0	0	0	0	512
14	0	0	0	0	507
15	0	0	0	0	505
0	0	0	0	0	512
1	0	0	0	0	521
2	0	0	0	0	529
3	0	0	0	0	524
4	0	0	0	0	521
5	0	0	0	0	519
6	0	0	0	0	517
7	0	0	0	0	516
8	0	0	0	0	515
9	0	0	0	0	513
10	0	0	0	0	527
11	0	0	0	0	543
12	0	0	0	0	546
13	0	0	0	0	552
14	0	0	0	0	542
15	0	0	0	0	529
0	0	0	0	0	518
1	0	0	0	0	510
2	0	0	0	0	504
3	0	0	0	0	500
4	0	0	0	0	508
5	0	0	0	0	518
6	0	0	0	0	530
7	0	0	0	0	530
8	0	0	0	0	525
9	0	0	0	0	522
10	0	0	0	0	519
11	0	0	0	0	517
12	0	0	0	0	514
13	0	0	0	0	512
14	0	0	0	0	524
15	0	0	0	0	533
0	0	0	0	0	539
1	0	0	0	0	545
2	0	0	0	0	539
3	0	0	0	0	525
4	0	0	0	0	514
5	0	0	0	0	506
6	0	0	0	0	501
7	0	0	0	0	498
8	0	0	0	0	503
9	0	0	0	0	510
10	0	0	0	0	523
11	0	0	0	0	522
12	0	0	0	0	519
13	0	0	0	0	516
14	0	0	0	0	515
15	0	0	0	0	513
0	0	0	0	0	512
1	0	0	0	0	512
2	0	0	0	0	523
3	0	0	0	0	533
4	0	0	0	0	537
5	0	0	0	0	543
6	0	0	0	0	536
7	0	0	0	0	523
8	0	0	0	0	512
9	0	0	0	0	505
10	0	0	0	0	499
11	0	0	0	0	497
12	0	0	0	0	506
13	0	0	0	0	513
14	0	0	0	0	522
15	0	0	0	0	521
0	0	0	0	0	517
1	0	0	0	0	514
2	0	0	0	0	513
3	0	0	0	0	511
4	0	0	0	0	510
5	0	0	0	0	509
6	0	0	0	0	520
7	0	0	0	0	531
8	0	0	0	0	530
9	0	0	0	0	538
10	0	0	0	0	531
11	0	0	0	0	519
12	0	0	0	0	510
13	0	0	0	0	502
14	0	0	0	0	496
15	0	0	0	0	493
0	0	0	0	0	500
1	0	0	0	0	509
2	0	0	0	0	519
3	0	0	0	0	519
4	0	0	0	0	514
5	0	0	0	0	511
6	0	0	0	0	510
7	0	0	0	0	508
8	0	0	0	0	506
9	0	0	0	0	504
10	0	0	0	0	515
11	0	0	0	0	526
12	0	0	0	0	528
13	0	0	0	0	517
